"site","state","county","wyear","count2","epi_year","lambda","epi.phase","site.status","mean_early_temp_global","log_early_vpd_global","pre.wns.colony.size","ext_sim_pre_count","mylu.count"
"qd142t6","PA","FAYETTE",2016,3,4,1.732050808,"Invasion","Persisting",NA,NA,2,2,NA
"qd142t6","PA","FAYETTE",2018,2,6,0.816496581,"Established","Persisting",NA,NA,2,2,NA
"EZc6aKY","PA","SOMERSET",2013,2,0,NA,"Pre-invasion","Extirpated",NA,NA,NA,1,NA
"EZc6aKY","PA","SOMERSET",2015,1,2,0.707106781,"Invasion","Extirpated",NA,NA,NA,1,NA
"RRIt0PR","AL","MARSHALL",2011,5,-4,1.290994449,"Pre-invasion","Persisting",NA,NA,8,8,NA
"RRIt0PR","AL","MARSHALL",2012,5,-3,1,"Pre-invasion","Persisting",NA,NA,8,8,NA
"RRIt0PR","AL","MARSHALL",2013,9,-2,1.8,"Pre-invasion","Persisting",NA,NA,8,8,NA
"RRIt0PR","AL","MARSHALL",2014,1,-1,0.111111111,"Pre-invasion","Persisting",NA,NA,8,8,NA
"RRIt0PR","AL","MARSHALL",2016,4,1,4,"Invasion","Persisting",NA,NA,8,8,NA
"RRIt0PR","AL","MARSHALL",2017,6,2,1.5,"Invasion","Persisting",NA,NA,8,8,NA
"ITiIXUG","KY","MENIFEE",2011,497,-4,0.98332399,"Pre-invasion","Declining",NA,NA,457,457,NA
"ITiIXUG","KY","MENIFEE",2013,458,-2,0.959963111,"Pre-invasion","Declining",NA,NA,457,457,NA
"ITiIXUG","KY","MENIFEE",2015,646,0,1.187636455,"Pre-invasion","Declining",NA,NA,457,457,NA
"ITiIXUG","KY","MENIFEE",2017,311,2,0.693847353,"Invasion","Declining",NA,NA,457,457,NA
"ITiIXUG","KY","MENIFEE",2019,295,4,0.973936884,"Invasion","Declining",NA,NA,457,457,NA
"lEjfBYB","KY","LEE",2011,4,-4,2,"Pre-invasion","Persisting",NA,NA,4,4,NA
"lEjfBYB","KY","LEE",2013,5,-2,1.118033989,"Pre-invasion","Persisting",NA,NA,4,4,NA
"lEjfBYB","KY","LEE",2015,21,0,2.049390153,"Pre-invasion","Persisting",NA,NA,4,4,NA
"lEjfBYB","KY","LEE",2017,1,2,0.21821789,"Invasion","Persisting",NA,NA,4,4,NA
"lEjfBYB","KY","LEE",2019,7,4,2.645751311,"Invasion","Persisting",NA,NA,4,4,NA
"NVB9QVl","KY","LEE",2009,3066,-5,0.999511122,"Pre-invasion","Persisting",NA,NA,2995,2995,NA
"NVB9QVl","KY","LEE",2011,3291,-3,1.036043203,"Pre-invasion","Persisting",NA,NA,2995,2995,NA
"NVB9QVl","KY","LEE",2013,2996,-1,0.954128708,"Pre-invasion","Persisting",NA,NA,2995,2995,NA
"NVB9QVl","KY","LEE",2015,4391,1,1.210628278,"Invasion","Persisting",NA,NA,2995,2995,NA
"NVB9QVl","KY","LEE",2017,3981,3,0.952169729,"Invasion","Persisting",NA,NA,2995,2995,NA
"NVB9QVl","KY","LEE",2019,4398,5,1.051069717,"Invasion","Persisting",NA,NA,2995,2995,NA
"70kjG6a","WV","PENDLETON",2005,1,-4,0.707106781,"Pre-invasion",NA,NA,NA,NA,NA,NA
"CN6cdES","KY","JACKSON",2008,49,-5,1.043498389,"Pre-invasion","Persisting",NA,NA,18,18,NA
"CN6cdES","KY","JACKSON",2010,39,-3,0.892142571,"Pre-invasion","Persisting",NA,NA,18,18,NA
"CN6cdES","KY","JACKSON",2012,19,-1,0.69798244,"Pre-invasion","Persisting",NA,NA,18,18,NA
"CN6cdES","KY","JACKSON",2014,3,1,0.397359707,"Invasion","Persisting",NA,NA,18,18,NA
"CN6cdES","KY","JACKSON",2016,11,3,1.914854216,"Invasion","Persisting",NA,NA,18,18,NA
"CN6cdES","KY","JACKSON",2018,8,5,0.852802865,"Invasion","Persisting",NA,NA,18,18,NA
"Dv3B86d","VA","BATH",2007,50,-4,0.990147543,"Pre-invasion","Persisting",NA,NA,48,48,NA
"Dv3B86d","VA","BATH",2009,49,-2,0.989949494,"Pre-invasion","Persisting",NA,NA,48,48,NA
"Dv3B86d","VA","BATH",2011,65,0,1.151751107,"Pre-invasion","Persisting",NA,NA,48,48,NA
"Dv3B86d","VA","BATH",2013,78,2,1.095445115,"Invasion","Persisting",NA,NA,48,48,NA
"Dv3B86d","VA","BATH",2015,65,4,0.912870929,"Invasion","Persisting",NA,NA,48,48,NA
"Dv3B86d","VA","BATH",2017,74,6,1.066987131,"Established","Persisting",NA,NA,48,48,NA
"Dv3B86d","VA","BATH",2019,71,8,0.979520015,"Established","Persisting",NA,NA,48,48,NA
"YeO2qwA","WV","PENDLETON",2007,13,-2,3.605551275,"Pre-invasion","Extirpated",5.484094948,-2.69915169,12,12,NA
"YeO2qwA","WV","PENDLETON",2009,44,0,1.839732422,"Pre-invasion","Extirpated",5.484094948,-2.69915169,12,12,NA
"YeO2qwA","WV","PENDLETON",2013,1,4,0.388272678,"Invasion","Extirpated",5.484094948,-2.69915169,12,12,NA
"YeO2qwA","WV","PENDLETON",2015,3,6,1.732050808,"Established","Extirpated",5.484094948,-2.69915169,12,12,NA
"YeO2qwA","WV","PENDLETON",2017,1,8,0.577350269,"Established","Extirpated",5.484094948,-2.69915169,12,12,NA
"IjcCv3X","IN","GREENE",2007,612,-5,1.030776406,"Pre-invasion","Persisting",NA,NA,506,506,NA
"IjcCv3X","IN","GREENE",2009,829,-3,1.163862175,"Pre-invasion","Persisting",NA,NA,506,506,NA
"IjcCv3X","IN","GREENE",2011,507,-1,0.782035944,"Pre-invasion","Persisting",NA,NA,506,506,NA
"IjcCv3X","IN","GREENE",2013,1242,1,1.565153073,"Invasion","Persisting",NA,NA,506,506,NA
"IjcCv3X","IN","GREENE",2015,526,3,0.650776818,"Invasion","Persisting",NA,NA,506,506,NA
"IjcCv3X","IN","GREENE",2017,407,5,0.879638709,"Invasion","Persisting",NA,NA,506,506,NA
"IjcCv3X","IN","GREENE",2019,432,7,1.030254853,"Established","Persisting",NA,NA,506,506,NA
"MF0er7a","KY","EDMONSON",2009,1,-4,0.707106781,"Pre-invasion",NA,NA,NA,NA,NA,NA
"lXGsMm2","MO","STE. GENEVIEVE",2009,311,-4,1.276037715,"Pre-invasion","Persisting",NA,NA,600,600,NA
"lXGsMm2","MO","STE. GENEVIEVE",2011,601,-2,1.390135204,"Pre-invasion","Persisting",NA,NA,600,600,NA
"lXGsMm2","MO","STE. GENEVIEVE",2013,479,0,0.892751361,"Pre-invasion","Persisting",NA,NA,600,600,NA
"lXGsMm2","MO","STE. GENEVIEVE",2015,908,2,1.376813664,"Invasion","Persisting",NA,NA,600,600,NA
"lXGsMm2","MO","STE. GENEVIEVE",2017,996,4,1.04733772,"Invasion","Persisting",NA,NA,600,600,NA
"lXGsMm2","MO","STE. GENEVIEVE",2019,1174,6,1.085686354,"Established","Persisting",NA,NA,600,600,NA
"RbSYfxD","KY","EDMONSON",2009,669,-4,0.981116674,"Pre-invasion","Declining",7.99348903,-1.373548239,682,682,NA
"RbSYfxD","KY","EDMONSON",2011,683,-2,1.010409202,"Pre-invasion","Declining",7.99348903,-1.373548239,682,682,NA
"RbSYfxD","KY","EDMONSON",2013,613,0,0.947370562,"Pre-invasion","Declining",7.99348903,-1.373548239,682,682,NA
"RbSYfxD","KY","EDMONSON",2015,280,2,0.675847604,"Invasion","Declining",7.99348903,-1.373548239,682,682,NA
"RbSYfxD","KY","EDMONSON",2017,117,4,0.646418706,"Invasion","Declining",7.99348903,-1.373548239,682,682,NA
"RbSYfxD","KY","EDMONSON",2019,38,6,0.569900276,"Established","Declining",7.99348903,-1.373548239,682,682,NA
"WVhdff6","MO","SHANNON",2011,951,-4,0.925194898,"Pre-invasion","Persisting",NA,NA,2750,2750,NA
"WVhdff6","MO","SHANNON",2013,2751,-2,1.700807008,"Pre-invasion","Persisting",NA,NA,2750,2750,NA
"WVhdff6","MO","SHANNON",2015,4833,0,1.325449246,"Pre-invasion","Persisting",NA,NA,2750,2750,NA
"WVhdff6","MO","SHANNON",2017,6085,2,1.122075019,"Invasion","Persisting",NA,NA,2750,2750,NA
"WVhdff6","MO","SHANNON",2019,5199,4,0.924335467,"Invasion","Persisting",NA,NA,2750,2750,NA
"JfOhzaq","KY","TRIGG",2006,140,-5,0.818447591,"Pre-invasion","Persisting",NA,NA,120,120,NA
"JfOhzaq","KY","TRIGG",2008,130,-3,0.963624112,"Pre-invasion","Persisting",NA,NA,120,120,NA
"JfOhzaq","KY","TRIGG",2010,121,-1,0.964763821,"Pre-invasion","Persisting",NA,NA,120,120,NA
"JfOhzaq","KY","TRIGG",2012,70,1,0.760600024,"Invasion","Persisting",NA,NA,120,120,NA
"JfOhzaq","KY","TRIGG",2013,69,2,0.985714286,"Invasion","Persisting",NA,NA,120,120,NA
"JfOhzaq","KY","TRIGG",2014,50,3,0.724637681,"Invasion","Persisting",NA,NA,120,120,NA
"JfOhzaq","KY","TRIGG",2016,13,5,0.509901951,"Invasion","Persisting",NA,NA,120,120,NA
"JfOhzaq","KY","TRIGG",2018,13,7,1,"Established","Persisting",NA,NA,120,120,NA
"aigTh3f","IN","MONROE",2007,14100,-4,1.233236204,"Pre-invasion","Persisting",10.89632393,NA,18640,18640,NA
"aigTh3f","IN","MONROE",2009,18641,-2,1.149807261,"Pre-invasion","Persisting",10.89632393,NA,18640,18640,NA
"aigTh3f","IN","MONROE",2011,21830,0,1.082161963,"Pre-invasion","Persisting",10.89632393,NA,18640,18640,NA
"aigTh3f","IN","MONROE",2013,30497,2,1.181957041,"Invasion","Persisting",10.89632393,NA,18640,18640,NA
"aigTh3f","IN","MONROE",2015,24213,4,0.891037006,"Invasion","Persisting",10.89632393,NA,18640,18640,NA
"aigTh3f","IN","MONROE",2017,19045,6,0.886882708,"Established","Persisting",10.89632393,NA,18640,18640,NA
"aigTh3f","IN","MONROE",2019,14729,8,0.879419604,"Established","Persisting",10.89632393,NA,18640,18640,NA
"R7HkY6d","TN","MONTGOMERY",2011,1,0,0.970312753,"Pre-invasion","Persisting",NA,NA,NA,0,NA
"R7HkY6d","TN","MONTGOMERY",2019,2,8,2,"Established","Persisting",NA,NA,NA,0,2
"X5hBe9G","MO","FRANKLIN",2009,324,-4,0.922167935,"Pre-invasion","Declining",NA,NA,457,457,NA
"X5hBe9G","MO","FRANKLIN",2011,458,-2,1.188940809,"Pre-invasion","Declining",NA,NA,457,457,NA
"X5hBe9G","MO","FRANKLIN",2013,707,0,1.242444414,"Pre-invasion","Declining",NA,NA,457,457,NA
"X5hBe9G","MO","FRANKLIN",2015,355,2,0.70860542,"Invasion","Declining",NA,NA,457,457,NA
"X5hBe9G","MO","FRANKLIN",2017,162,4,0.675527963,"Invasion","Declining",NA,NA,457,457,NA
"X5hBe9G","MO","FRANKLIN",2019,121,6,0.864241621,"Established","Declining",NA,NA,457,457,NA
"2Oujn6u","TN","FENTRESS",2010,4,-2,NA,"Pre-invasion","Extirpated",NA,NA,3,3,NA
"2Oujn6u","TN","FENTRESS",2018,1,6,0.840896415,"Established","Extirpated",NA,NA,3,3,NA
"idvHyYf","TN","FENTRESS",2009,189,-4,0.812920144,"Pre-invasion","Persisting",NA,NA,293,293,NA
"idvHyYf","TN","FENTRESS",2011,294,-2,1.247219129,"Pre-invasion","Persisting",NA,NA,293,293,NA
"idvHyYf","TN","FENTRESS",2013,237,0,0.897843221,"Pre-invasion","Persisting",NA,NA,293,293,300
"idvHyYf","TN","FENTRESS",2015,14,2,0.243046765,"Invasion","Persisting",NA,NA,293,293,NA
"idvHyYf","TN","FENTRESS",2017,1,4,0.267261242,"Invasion","Persisting",NA,NA,293,293,NA
"idvHyYf","TN","FENTRESS",2019,2,6,1.414213562,"Established","Persisting",NA,NA,293,293,NA
"G7svZH4","WV","PRESTON",2010,184,-4,1.043100878,"Pre-invasion","Extirpated",NA,NA,183,183,NA
"G7svZH4","WV","PRESTON",2019,1,5,0.560213506,"Invasion","Extirpated",NA,NA,183,183,NA
"XCJE6Ye","KY","CARTER",2017,2,0,0.623847153,"Pre-invasion",NA,NA,NA,NA,NA,NA
"RaiNvF3","TN","DEKALB",2014,3,0,NA,"Pre-invasion","Declining",NA,NA,NA,2,NA
"RaiNvF3","TN","DEKALB",2015,9,1,3,"Invasion","Declining",NA,NA,NA,2,12
"RaiNvF3","TN","DEKALB",2017,5,3,0.745355992,"Invasion","Declining",NA,NA,NA,2,NA
"RaiNvF3","TN","DEKALB",2019,2,5,0.632455532,"Invasion","Declining",NA,NA,NA,2,NA
"S92RkwR","KY","LETCHER",2009,530,-4,0.894089862,"Pre-invasion","Declining",NA,NA,575,575,NA
"S92RkwR","KY","LETCHER",2011,576,-2,1.042493383,"Pre-invasion","Declining",NA,NA,575,575,NA
"S92RkwR","KY","LETCHER",2013,538,0,0.966451125,"Pre-invasion","Declining",NA,NA,575,575,NA
"S92RkwR","KY","LETCHER",2015,188,2,0.591136515,"Invasion","Declining",NA,NA,575,575,NA
"S92RkwR","KY","LETCHER",2017,76,4,0.635810757,"Invasion","Declining",NA,NA,575,575,NA
"S92RkwR","KY","LETCHER",2019,65,6,0.924804389,"Established","Declining",NA,NA,575,575,NA
"glDATkC","VA","LEE",2017,6,4,NA,"Invasion","Persisting",NA,NA,NA,5,NA
"glDATkC","VA","LEE",2019,12,6,1.414213562,"Established","Persisting",NA,NA,NA,5,NA
"wYI5a7m","VA","LEE",2009,154,-4,1.157208034,"Pre-invasion","Persisting",NA,NA,207,207,NA
"wYI5a7m","VA","LEE",2011,208,-2,1.162174406,"Pre-invasion","Persisting",NA,NA,207,207,NA
"wYI5a7m","VA","LEE",2013,156,0,0.866025404,"Pre-invasion","Persisting",NA,NA,207,207,NA
"wYI5a7m","VA","LEE",2015,134,2,0.926808696,"Invasion","Persisting",NA,NA,207,207,NA
"wYI5a7m","VA","LEE",2017,65,4,0.696472991,"Invasion","Persisting",NA,NA,207,207,NA
"wYI5a7m","VA","LEE",2019,106,6,1.277015752,"Established","Persisting",NA,NA,207,207,NA
"WkmE0JH","PA","LUZERNE",2009,2,-1,NA,"Pre-invasion",NA,NA,NA,1,NA,NA
"vqCABND","MO","BOONE",2009,301,-5,0.726047766,"Pre-invasion","Persisting",NA,NA,172,172,NA
"vqCABND","MO","BOONE",2011,211,-3,0.837255444,"Pre-invasion","Persisting",NA,NA,172,172,NA
"vqCABND","MO","BOONE",2013,173,-1,0.905486175,"Pre-invasion","Persisting",NA,NA,172,172,NA
"vqCABND","MO","BOONE",2015,203,1,1.083240696,"Invasion","Persisting",NA,NA,172,172,NA
"vqCABND","MO","BOONE",2017,10,3,0.221948381,"Invasion","Persisting",NA,NA,172,172,NA
"vqCABND","MO","BOONE",2019,21,5,1.449137675,"Invasion","Persisting",NA,NA,172,172,NA
"n3CxDwB","AR","WASHINGTON",2009,6,-4,NA,"Pre-invasion","Persisting",NA,NA,4,4,NA
"n3CxDwB","AR","WASHINGTON",2011,15,-2,1.58113883,"Pre-invasion","Persisting",NA,NA,4,4,NA
"n3CxDwB","AR","WASHINGTON",2012,5,-1,0.333333333,"Pre-invasion","Persisting",NA,NA,4,4,NA
"n3CxDwB","AR","WASHINGTON",2013,9,0,1.8,"Pre-invasion","Persisting",NA,NA,4,4,NA
"n3CxDwB","AR","WASHINGTON",2014,2,1,0.222222222,"Invasion","Persisting",NA,NA,4,4,NA
"n3CxDwB","AR","WASHINGTON",2015,2,2,1,"Invasion","Persisting",NA,NA,4,4,NA
"n3CxDwB","AR","WASHINGTON",2016,8,3,4,"Invasion","Persisting",NA,NA,4,4,NA
"n3CxDwB","AR","WASHINGTON",2017,9,4,1.125,"Invasion","Persisting",NA,NA,4,4,NA
"n3CxDwB","AR","WASHINGTON",2019,10,6,1.054092553,"Established","Persisting",NA,NA,4,4,NA
"KEYMHDS","KY","EDMONSON",2009,2433,-4,0.974119067,"Pre-invasion","Declining",8.60202454,-2.194884087,1676,1676,NA
"KEYMHDS","KY","EDMONSON",2011,1677,-2,0.830224369,"Pre-invasion","Declining",8.60202454,-2.194884087,1676,1676,NA
"KEYMHDS","KY","EDMONSON",2013,1917,0,1.069164487,"Pre-invasion","Declining",8.60202454,-2.194884087,1676,1676,NA
"KEYMHDS","KY","EDMONSON",2015,924,2,0.694264452,"Invasion","Declining",8.60202454,-2.194884087,1676,1676,NA
"KEYMHDS","KY","EDMONSON",2017,359,4,0.623320254,"Invasion","Declining",8.60202454,-2.194884087,1676,1676,NA
"KEYMHDS","KY","EDMONSON",2019,349,6,0.98597406,"Established","Declining",8.60202454,-2.194884087,1676,1676,NA
"0yQimG2","WV","POCAHONTAS",2013,2,0,0.959205848,"Pre-invasion","Extirpated",NA,NA,NA,1,NA
"0yQimG2","WV","POCAHONTAS",2015,2,2,1,"Invasion","Extirpated",NA,NA,NA,1,NA
"0yQimG2","WV","POCAHONTAS",2017,1,4,0.707106781,"Invasion","Extirpated",NA,NA,NA,1,NA
"ULBindT","TN","FENTRESS",2009,116,-4,0.605878377,"Pre-invasion","Persisting",8.589221311,-1.595412783,235,235,NA
"ULBindT","TN","FENTRESS",2010,249,-3,2.146551724,"Pre-invasion","Persisting",8.589221311,-1.595412783,235,235,NA
"ULBindT","TN","FENTRESS",2011,236,-2,0.947791165,"Pre-invasion","Persisting",8.589221311,-1.595412783,235,235,448
"ULBindT","TN","FENTRESS",2013,172,0,0.85370578,"Pre-invasion","Persisting",8.589221311,-1.595412783,235,235,7
"ULBindT","TN","FENTRESS",2014,106,1,0.61627907,"Invasion","Persisting",8.589221311,-1.595412783,235,235,267
"ULBindT","TN","FENTRESS",2015,211,2,1.990566038,"Invasion","Persisting",8.589221311,-1.595412783,235,235,178
"ULBindT","TN","FENTRESS",2017,120,4,0.754135518,"Invasion","Persisting",8.589221311,-1.595412783,235,235,NA
"ULBindT","TN","FENTRESS",2019,57,6,0.689202438,"Established","Persisting",8.589221311,-1.595412783,235,235,NA
"BjWwSO8","AR","NEWTON",2011,646,-5,0.966191498,"Pre-invasion","Declining",9.825289586,NA,646,646,NA
"BjWwSO8","AR","NEWTON",2012,364,-4,0.563467492,"Pre-invasion","Declining",9.825289586,NA,646,646,NA
"BjWwSO8","AR","NEWTON",2013,586,-3,1.60989011,"Pre-invasion","Declining",9.825289586,NA,646,646,NA
"BjWwSO8","AR","NEWTON",2014,608,-2,1.037542662,"Pre-invasion","Declining",9.825289586,NA,646,646,NA
"BjWwSO8","AR","NEWTON",2015,647,-1,1.064144737,"Pre-invasion","Declining",9.825289586,NA,646,646,NA
"BjWwSO8","AR","NEWTON",2016,370,0,0.57187017,"Pre-invasion","Declining",9.825289586,NA,646,646,NA
"BjWwSO8","AR","NEWTON",2017,323,1,0.872972973,"Invasion","Declining",9.825289586,NA,646,646,NA
"BjWwSO8","AR","NEWTON",2019,251,3,0.881526961,"Invasion","Declining",9.825289586,NA,646,646,NA
"rIsIDS3","IL","POPE",2009,4772,-4,1.603039654,"Pre-invasion","Persisting",NA,NA,5678,5678,NA
"rIsIDS3","IL","POPE",2010,4249,-3,0.890402347,"Pre-invasion","Persisting",NA,NA,5678,5678,NA
"rIsIDS3","IL","POPE",2012,5679,-1,1.15609246,"Pre-invasion","Persisting",NA,NA,5678,5678,NA
"rIsIDS3","IL","POPE",2013,4677,0,0.823560486,"Pre-invasion","Persisting",NA,NA,5678,5678,NA
"rIsIDS3","IL","POPE",2014,2701,1,0.577506949,"Invasion","Persisting",NA,NA,5678,5678,3
"rIsIDS3","IL","POPE",2015,3728,2,1.380229545,"Invasion","Persisting",NA,NA,5678,5678,NA
"cThcKuu","IN","WASHINGTON",2007,1690,-4,1.328191198,"Pre-invasion","Persisting",11.01763351,NA,2059,2059,NA
"cThcKuu","IN","WASHINGTON",2009,2060,-2,1.104053853,"Pre-invasion","Persisting",11.01763351,NA,2059,2059,NA
"cThcKuu","IN","WASHINGTON",2011,2048,0,0.997083125,"Pre-invasion","Persisting",11.01763351,NA,2059,2059,NA
"cThcKuu","IN","WASHINGTON",2013,2244,2,1.046758389,"Invasion","Persisting",11.01763351,NA,2059,2059,NA
"cThcKuu","IN","WASHINGTON",2015,2039,4,0.953228869,"Invasion","Persisting",11.01763351,NA,2059,2059,NA
"cThcKuu","IN","WASHINGTON",2017,2614,6,1.132254822,"Established","Persisting",11.01763351,NA,2059,2059,NA
"cThcKuu","IN","WASHINGTON",2019,2926,8,1.057996837,"Established","Persisting",11.01763351,NA,2059,2059,NA
"0HlZhp5","IL","SALINE",2011,3,-4,3,"Pre-invasion",NA,NA,NA,1,NA,NA
"0HlZhp5","IL","SALINE",2012,1,-3,0.333333333,"Pre-invasion",NA,NA,NA,1,NA,NA
"0HlZhp5","IL","SALINE",2014,2,-1,2,"Pre-invasion",NA,NA,NA,1,NA,NA
"0HlZhp5","IL","SALINE",2015,6,0,3,"Pre-invasion",NA,NA,NA,1,NA,NA
"eIoTL4O","WV","RANDOLPH",2006,45,-5,1.341640786,"Pre-invasion",NA,NA,NA,44,NA,NA
"Qt0iKeN","AL","JACKSON",2016,2,3,1.25992105,"Invasion","Persisting",NA,NA,NA,1,NA
"Qt0iKeN","AL","JACKSON",2017,14,4,7,"Invasion","Persisting",NA,NA,NA,1,NA
"1Ocz6yS","MO","FRANKLIN",2016,15,3,2.466212074,"Invasion","Persisting",NA,NA,NA,14,NA
"QktevnI","AR","NEWTON",2011,179,-4,1.226459001,"Pre-invasion","Persisting",NA,NA,53,53,NA
"QktevnI","AR","NEWTON",2012,187,-3,1.044692737,"Pre-invasion","Persisting",NA,NA,53,53,NA
"QktevnI","AR","NEWTON",2013,110,-2,0.588235294,"Pre-invasion","Persisting",NA,NA,53,53,NA
"QktevnI","AR","NEWTON",2014,54,-1,0.490909091,"Pre-invasion","Persisting",NA,NA,53,53,NA
"QktevnI","AR","NEWTON",2015,33,0,0.611111111,"Pre-invasion","Persisting",NA,NA,53,53,NA
"QktevnI","AR","NEWTON",2016,43,1,1.303030303,"Invasion","Persisting",NA,NA,53,53,NA
"QktevnI","AR","NEWTON",2017,3,2,0.069767442,"Invasion","Persisting",NA,NA,53,53,NA
"QktevnI","AR","NEWTON",2019,11,4,1.914854216,"Invasion","Persisting",NA,NA,53,53,NA
"U90sJVh","KY","LEE",2012,4,-5,1.09682498,"Pre-invasion",NA,NA,NA,2,NA,NA
"U90sJVh","KY","LEE",2014,3,-3,0.866025404,"Pre-invasion",NA,NA,NA,2,NA,NA
"U90sJVh","KY","LEE",2017,1,0,0.693361274,"Pre-invasion",NA,NA,NA,2,NA,NA
"4sCa95L","WV","RANDOLPH",2008,189,-4,1.161895004,"Pre-invasion","Declining",NA,NA,188,188,NA
"4sCa95L","WV","RANDOLPH",2012,147,0,0.939104416,"Pre-invasion","Declining",NA,NA,188,188,NA
"4sCa95L","WV","RANDOLPH",2014,28,2,0.43643578,"Invasion","Declining",NA,NA,188,188,NA
"4sCa95L","WV","RANDOLPH",2018,12,6,0.809106712,"Established","Declining",NA,NA,188,188,NA
"xl7ID5v","AR","FRANKLIN",2013,5,-2,0.74804027,"Pre-invasion","Extirpated",NA,NA,4,4,NA
"xl7ID5v","AR","FRANKLIN",2015,2,0,0.632455532,"Pre-invasion","Extirpated",NA,NA,4,4,NA
"xl7ID5v","AR","FRANKLIN",2017,1,2,0.707106781,"Invasion","Extirpated",NA,NA,4,4,NA
"pEfeOj2","MO","PIKE",2008,15,-2,1.049542665,"Pre-invasion","Persisting",NA,NA,14,14,NA
"pEfeOj2","MO","PIKE",2010,10,0,0.816496581,"Pre-invasion","Persisting",NA,NA,14,14,NA
"pEfeOj2","MO","PIKE",2011,4,1,0.4,"Invasion","Persisting",NA,NA,14,14,NA
"pEfeOj2","MO","PIKE",2012,13,2,3.25,"Invasion","Persisting",NA,NA,14,14,NA
"pEfeOj2","MO","PIKE",2013,40,3,3.076923077,"Invasion","Persisting",NA,NA,14,14,NA
"pEfeOj2","MO","PIKE",2015,1,5,0.158113883,"Invasion","Persisting",NA,NA,14,14,NA
"pEfeOj2","MO","PIKE",2017,4,7,2,"Established","Persisting",NA,NA,14,14,NA
"pEfeOj2","MO","PIKE",2019,45,9,3.354101966,"Established","Persisting",NA,NA,14,14,NA
"stmnN6w","KY","HART",2011,146,-2,0.979416843,"Pre-invasion","Declining",NA,NA,145,145,NA
"stmnN6w","KY","HART",2013,114,0,0.883641283,"Pre-invasion","Declining",NA,NA,145,145,NA
"stmnN6w","KY","HART",2017,8,4,0.514690656,"Invasion","Declining",NA,NA,145,145,NA
"a5PvtZX","PA","LAWRENCE",2008,4,-4,NA,"Pre-invasion","Extirpated",NA,NA,3,3,NA
"a5PvtZX","PA","LAWRENCE",2013,1,1,0.757858283,"Invasion","Extirpated",NA,NA,3,3,NA
"JTrg8Qr","WV","GREENBRIER",2011,2,-3,1,"Pre-invasion",NA,NA,NA,1,NA,NA
"JTrg8Qr","WV","GREENBRIER",2013,1,-1,0.707106781,"Pre-invasion",NA,NA,NA,1,NA,NA
"xtvT6TQ","PA","LUZERNE",2006,2,-3,1.090507733,"Pre-invasion","Persisting",NA,NA,5,5,NA
"xtvT6TQ","PA","LUZERNE",2008,6,-1,1.732050808,"Pre-invasion","Persisting",NA,NA,5,5,NA
"xtvT6TQ","PA","LUZERNE",2010,9,1,1.224744871,"Invasion","Persisting",NA,NA,5,5,NA
"xtvT6TQ","PA","LUZERNE",2012,4,3,0.666666667,"Invasion","Persisting",NA,NA,5,5,NA
"xtvT6TQ","PA","LUZERNE",2013,2,4,0.5,"Invasion","Persisting",NA,NA,5,5,NA
"xtvT6TQ","PA","LUZERNE",2015,2,6,1,"Established","Persisting",NA,NA,5,5,NA
"IjaiZSs","NY","JEFFERSON",2003,1705,-5,0.867617071,"Pre-invasion","Declining",7.767943848,-4,1928,1928,NA
"IjaiZSs","NY","JEFFERSON",2005,2066,-3,1.100786176,"Pre-invasion","Declining",7.767943848,-4,1928,1928,NA
"IjaiZSs","NY","JEFFERSON",2007,1929,-1,0.966275471,"Pre-invasion","Declining",7.767943848,-4,1928,1928,NA
"IjaiZSs","NY","JEFFERSON",2008,1248,0,0.646967341,"Pre-invasion","Declining",7.767943848,-4,1928,1928,37
"IjaiZSs","NY","JEFFERSON",2009,1720,1,1.378205128,"Invasion","Declining",7.767943848,-4,1928,1928,NA
"IjaiZSs","NY","JEFFERSON",2010,510,2,0.296511628,"Invasion","Declining",7.767943848,-4,1928,1928,22
"IjaiZSs","NY","JEFFERSON",2011,434,3,0.850980392,"Invasion","Declining",7.767943848,-4,1928,1928,10
"IjaiZSs","NY","JEFFERSON",2013,331,5,0.873311406,"Invasion","Declining",7.767943848,-4,1928,1928,NA
"IjaiZSs","NY","JEFFERSON",2015,240,7,0.851513669,"Established","Declining",7.767943848,-4,1928,1928,NA
"IjaiZSs","NY","JEFFERSON",2017,229,9,0.976814551,"Established","Declining",7.767943848,-4,1928,1928,NA
"KArm4C4","KY","ROCKCASTLE",2008,235,-5,0.981384101,"Pre-invasion","Persisting",NA,NA,206,206,NA
"KArm4C4","KY","ROCKCASTLE",2010,241,-3,1.012685497,"Pre-invasion","Persisting",NA,NA,206,206,NA
"KArm4C4","KY","ROCKCASTLE",2012,207,-1,0.926779996,"Pre-invasion","Persisting",NA,NA,206,206,NA
"KArm4C4","KY","ROCKCASTLE",2014,171,1,0.908893259,"Invasion","Persisting",NA,NA,206,206,NA
"KArm4C4","KY","ROCKCASTLE",2016,174,3,1.00873379,"Invasion","Persisting",NA,NA,206,206,NA
"KArm4C4","KY","ROCKCASTLE",2018,147,5,0.91914503,"Invasion","Persisting",NA,NA,206,206,NA
"aeN20M3","TN","CUMBERLAND",2013,4,1,NA,"Invasion","Extirpated",NA,NA,NA,3,418
